"","Id","MSZoning","LotArea","Alley","LotShape","LandContour","Utilities","LotConfig","Neighborhood","Condition2","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","ExterQual","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","Heating","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","PavedDrive","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","SaleType","SaleCondition","SalePrice","Central"
"333",333,4,10655,3,1,4,"1",5,16,3,1,8,5,2003,2004,13,14,3,3,4,3,1124,1603,3206,2,2,1629,0,1629,1,2,1,3,7,7,1,2,2,3,880,5,3,0,0,0,0,10,9,5,284000,2
"334",334,5,8198,3,4,4,"1",4,16,3,5,7,5,2004,2004,13,14,3,3,1,3,720,638,1358,2,2,1358,0,1358,1,2,1,3,6,7,1,2,2,2,484,5,3,0,0,0,0,7,9,5,207000,2
"335",335,4,9042,3,1,4,"1",5,9,3,1,6,5,1998,1998,13,14,4,3,2,3,828,115,943,2,2,943,695,1638,1,2,1,4,7,7,2,2,1,2,472,5,3,0,0,0,0,7,9,5,192000,2
"336",336,4,164660,3,1,2,"1",1,24,3,2,5,6,1965,1965,10,11,4,4,2,1,1249,103,1499,2,2,1619,167,1786,2,2,1,4,7,7,2,2,1,2,529,5,3,0,0,0,700,8,9,5,228950,2
"337",337,4,14157,3,1,2,"1",1,22,3,1,9,5,2005,2006,13,14,3,1,2,3,1249,673,1922,2,2,1922,0,1922,1,2,1,3,8,7,1,2,1,3,676,5,3,0,0,0,0,7,9,5,377426,2
"338",338,4,9135,3,4,4,"1",5,6,3,1,7,5,2002,2003,13,14,3,3,1,3,810,726,1536,2,2,1536,0,1536,1,2,1,3,7,7,0,2,2,2,532,5,3,0,0,0,0,12,9,5,214000,2
"339",339,4,14145,3,4,4,"1",1,17,3,1,7,7,1984,1998,14,15,3,3,3,1,213,995,1208,2,2,1621,0,1621,1,2,1,3,8,7,0,2,2,2,440,5,3,0,0,0,400,5,9,5,202500,2
"340",340,4,12400,3,1,4,"1",5,13,3,1,6,7,1958,1998,14,15,4,4,4,5,585,630,1215,2,2,1215,0,1215,0,1,1,4,6,7,0,2,3,1,297,5,3,0,234,0,0,6,9,5,155000,2
"341",341,4,14191,3,4,4,"1",5,24,3,1,8,5,2002,2002,13,14,3,3,4,6,0,967,967,2,2,993,915,1908,0,2,1,3,9,7,0,2,1,2,431,5,3,0,0,0,0,4,9,5,202900,2
"342",342,3,8400,3,4,4,"1",5,20,3,1,4,4,1950,1950,14,1,2,4,4,6,0,721,721,2,2,841,0,841,0,1,1,4,4,7,0,5,3,1,294,5,1,0,0,0,0,9,9,5,82000,2
"343",343,4,8544,3,4,4,"1",5,13,3,3,3,4,1949,1950,12,13,4,5,5,7,0,0,0,6,1,1040,0,1040,0,2,2,4,6,7,0,6,3,2,400,5,3,0,0,0,0,5,9,5,87500,1
"344",344,4,8849,3,1,4,"1",5,16,3,5,9,5,2005,2005,9,9,1,1,4,3,28,1656,1684,2,2,1684,0,1684,0,2,1,1,6,7,1,2,2,2,564,5,3,0,0,0,0,7,9,5,266000,2
"345",345,5,2592,3,4,4,"1",5,11,3,5,5,3,1976,1976,6,6,4,3,4,5,129,175,536,2,2,536,576,1112,0,1,1,4,4,7,0,2,3,1,336,5,3,0,0,0,0,4,9,5,85000,2
"346",346,4,6435,3,4,4,"1",5,4,3,1,6,5,1939,1950,9,9,4,4,4,6,0,972,972,2,2,972,605,1577,0,1,1,2,6,7,1,6,3,1,312,5,3,0,0,0,0,10,9,5,140200,2
"347",347,4,12772,3,1,4,"1",2,13,3,1,6,8,1960,1998,9,9,4,4,3,2,498,460,958,2,2,958,0,958,0,1,1,4,5,7,0,2,2,1,301,5,3,0,0,0,15500,4,9,5,151500,2
"348",348,4,17600,3,1,4,"1",5,13,3,1,6,5,1960,1960,14,15,4,4,4,2,1270,208,1478,2,2,1478,0,1478,1,2,1,4,6,7,2,2,3,2,498,5,3,0,0,0,0,12,9,5,157500,2
"349",349,4,2448,3,4,4,"1",5,16,3,4,7,5,2003,2004,13,16,3,3,4,3,573,191,764,2,2,764,862,1626,1,2,1,3,6,7,0,4,2,2,474,5,3,0,0,0,0,10,9,5,154000,2
"350",350,4,20431,3,2,4,"1",5,16,3,1,9,5,2005,2006,6,6,1,1,4,3,1410,438,1848,2,2,1848,880,2728,1,2,1,1,10,7,2,2,1,3,706,5,3,0,0,0,0,4,7,6,437154,2
"351",351,4,7820,3,1,4,"1",5,16,3,5,9,5,2007,2007,9,9,1,1,4,6,0,1869,1869,2,2,1869,0,1869,0,2,1,1,6,7,1,2,2,2,617,5,3,0,0,0,0,12,7,6,318061,2
"352",352,4,5271,3,1,3,"1",5,5,3,1,7,5,1986,1986,14,15,4,3,2,3,1082,371,1453,2,2,1453,0,1453,1,1,1,3,6,7,1,2,2,2,445,5,3,0,184,0,0,12,9,1,190000,2
"353",353,4,9084,3,4,4,"1",5,8,3,1,5,6,1941,1950,13,14,4,4,3,4,236,0,616,2,1,616,495,1111,0,1,1,4,5,7,0,6,3,1,200,5,3,0,0,0,0,3,5,5,95000,1
"354",354,5,8520,3,4,4,"1",5,18,3,1,6,8,1928,2003,13,14,4,4,4,6,0,624,624,2,2,720,0,720,0,1,1,4,5,7,0,6,3,2,484,5,3,0,0,0,0,5,9,5,105900,2
"355",355,4,8400,3,4,1,"1",5,23,3,1,6,5,1940,2000,14,9,4,4,4,4,388,552,940,2,2,1192,403,1595,0,1,1,4,6,7,2,2,3,1,240,5,3,0,0,0,0,6,9,5,140000,2
"356",356,4,11249,3,2,4,"1",5,6,3,1,6,5,1995,1995,13,14,3,3,4,1,334,322,1200,2,2,1200,0,1200,1,2,1,3,6,7,0,2,2,2,521,5,3,0,0,0,0,8,9,5,177500,2
"357",357,4,9248,3,1,4,"1",5,9,3,1,6,6,1992,1992,7,7,4,3,4,3,560,598,1158,2,2,1167,0,1167,1,2,1,3,6,7,0,2,2,2,400,5,3,0,0,0,0,7,9,5,173000,2
"358",358,5,4224,3,4,4,"1",5,11,3,5,5,5,1976,1976,6,6,4,3,4,1,874,268,1142,2,2,1142,0,1142,1,1,1,4,6,7,1,2,1,2,528,5,3,0,0,0,0,8,9,5,134000,2
"359",359,4,6930,3,1,4,"1",5,5,3,1,5,4,1958,1958,14,8,4,4,1,2,300,468,1062,2,2,1352,0,1352,0,1,1,3,6,4,0,4,3,1,288,5,3,0,0,0,0,7,9,1,130000,2
"360",360,4,12011,3,1,4,"1",2,14,3,1,8,5,1998,1998,13,14,3,3,1,3,956,130,1086,2,2,1086,838,1924,1,2,1,3,7,7,1,2,2,2,592,5,3,0,374,0,0,6,9,5,280000,2
"361",361,4,7540,3,1,4,"1",2,12,3,1,6,6,1978,1978,13,14,4,3,1,3,773,115,888,2,2,912,0,912,1,1,1,4,5,7,1,2,2,2,470,5,3,0,192,0,0,6,9,5,156000,2
"362",362,4,9144,2,4,4,"1",5,4,3,1,5,5,1940,1982,9,9,4,4,4,5,399,484,883,2,2,988,517,1505,1,1,1,4,8,7,0,6,3,1,240,5,1,0,0,0,0,7,9,5,145000,2
"363",363,4,7301,3,4,4,"1",1,8,3,1,7,5,2003,2003,7,7,3,5,5,7,0,0,0,2,2,495,1427,1922,0,3,1,3,7,7,1,4,2,2,672,5,3,0,0,0,0,7,3,5,198500,2
"364",364,5,1680,3,4,4,"1",5,3,3,4,6,8,1972,2007,7,7,4,4,4,1,162,321,483,2,2,483,504,987,0,1,1,3,5,7,0,6,3,1,264,5,3,0,0,0,0,5,9,5,118000,2
"365",365,4,18800,3,1,4,"1",3,17,3,1,6,5,1976,1976,7,7,4,3,3,3,712,84,796,2,2,790,784,1574,1,2,1,4,6,7,1,2,1,2,566,5,3,0,0,0,0,7,9,5,190000,2
"366",366,5,10690,3,4,4,"1",5,10,3,1,5,7,1920,1997,13,14,4,4,4,5,456,216,672,2,2,672,672,1344,0,1,1,4,6,7,0,6,3,1,468,5,3,0,0,0,0,7,9,5,147000,2
"367",367,4,9500,3,1,4,"1",5,13,3,1,6,5,1963,1963,10,11,4,3,4,2,609,785,1394,2,2,1394,0,1394,1,1,1,4,6,7,2,2,2,2,514,5,3,0,185,0,0,7,9,5,159000,2
"368",368,4,9150,3,1,4,"1",1,13,3,1,6,5,1962,1962,10,11,4,3,2,3,371,728,1099,2,2,1431,0,1431,0,1,1,4,6,7,1,3,2,1,296,5,3,0,0,0,0,12,9,5,165000,2
"369",369,4,7800,3,4,4,"1",5,13,3,1,5,6,1954,1954,7,7,4,4,4,4,540,728,1268,2,2,1268,0,1268,0,1,1,4,7,7,1,2,1,1,244,5,3,0,0,0,0,3,9,5,132000,2
"370",370,4,9830,3,1,4,"1",1,13,3,1,5,7,1959,2006,14,15,4,4,4,1,72,733,1063,2,2,1287,0,1287,1,1,1,3,7,7,1,6,1,2,576,5,3,0,182,0,0,3,9,5,162000,2
"371",371,4,8121,3,1,4,"1",5,9,3,1,6,5,2000,2000,13,14,4,3,4,6,0,953,953,2,2,953,711,1664,0,2,1,4,7,7,1,2,2,2,460,5,3,0,0,0,0,1,9,5,172400,2
"372",372,4,17120,3,4,4,"1",5,5,3,1,4,4,1959,1959,15,11,4,5,5,7,0,0,0,2,2,1120,468,1588,0,2,1,4,7,4,1,6,1,2,680,5,1,0,0,0,0,7,9,5,134432,2
"373",373,4,7175,3,4,4,"1",5,20,3,5,6,5,1984,1984,10,11,4,3,4,1,623,0,744,2,2,752,0,752,1,1,1,4,4,7,0,2,3,1,264,5,3,0,90,0,0,2,9,5,125000,2
"374",374,4,10634,3,4,4,"1",5,13,3,1,5,6,1953,1953,9,9,4,4,4,2,428,0,608,2,2,1319,0,1319,1,1,1,4,5,4,0,2,3,1,270,5,3,0,0,0,0,11,9,5,123000,2
"375",375,4,8200,3,4,4,"1",5,6,3,1,7,5,2003,2004,13,14,3,3,4,6,0,847,847,2,2,847,1081,1928,0,2,1,3,8,7,1,4,1,2,434,5,3,0,0,0,0,7,9,5,219500,2
"376",376,4,10020,3,1,3,"1",5,8,3,1,1,1,1922,1950,14,15,2,2,2,2,350,333,683,2,1,904,0,904,1,0,1,2,4,1,0,7,4,0,0,6,3,0,0,0,0,3,9,5,61000,1
"377",377,4,8846,3,1,4,"1",2,6,3,1,5,5,1996,1996,13,14,3,3,1,3,298,572,870,2,2,914,0,914,0,1,1,4,5,7,0,6,3,2,576,5,3,0,0,0,0,7,9,5,148000,2
"378",378,2,11143,3,1,4,"1",1,21,3,1,8,5,2004,2005,6,6,3,3,4,6,0,1580,1580,2,2,1580,886,2466,0,3,1,3,8,7,1,2,2,2,610,5,3,0,0,0,0,12,9,5,340000,2
"379",379,4,11394,3,4,4,"1",1,22,3,1,9,2,2010,2010,13,14,3,1,1,3,1445,411,1856,2,2,1856,0,1856,1,1,1,1,8,7,1,2,1,3,834,5,3,0,0,0,0,6,7,6,394432,2
"380",380,4,8123,3,1,4,"1",5,9,3,1,6,5,2000,2000,13,14,4,3,4,6,0,982,982,2,2,1007,793,1800,0,2,1,4,7,7,1,2,1,2,463,5,3,0,0,0,0,6,9,5,179000,2
"381",381,4,5000,2,4,4,"1",5,23,3,1,5,6,1924,1950,4,15,4,4,4,4,218,808,1026,2,2,1026,665,1691,0,2,1,3,6,7,1,6,3,1,308,5,3,0,0,0,0,5,9,5,127000,2
"382",382,2,7200,2,4,4,"1",5,21,3,1,7,5,2006,2006,13,14,3,3,4,6,0,1293,1293,2,2,1301,0,1301,1,2,1,3,5,7,1,2,2,2,572,5,3,0,0,0,0,8,7,6,187750,2
"383",383,4,9245,3,1,4,"1",5,6,3,1,7,5,2006,2006,13,14,3,3,1,6,0,939,939,2,2,939,858,1797,0,2,1,3,8,7,0,2,2,2,639,5,3,0,0,0,0,4,9,5,213500,2
"384",384,3,9000,3,4,4,"1",1,20,3,1,6,3,1928,1950,14,15,4,2,4,6,0,784,784,2,1,784,0,784,0,1,1,4,5,7,0,6,3,2,360,2,1,0,0,0,0,10,9,5,76000,1
"385",385,4,53107,3,2,3,"1",1,5,3,1,6,5,1992,1992,7,7,3,3,1,3,985,595,1580,2,2,1079,874,1953,1,2,1,3,9,7,2,2,1,2,501,5,3,0,0,0,0,6,9,5,240000,2
"386",386,4,3182,3,4,4,"1",5,1,3,5,8,5,2004,2005,13,14,3,3,4,3,24,1232,1256,2,2,1269,0,1269,0,2,1,3,6,7,1,2,1,2,430,5,3,0,144,0,0,4,9,5,192000,2
"387",387,4,8410,3,4,4,"1",3,8,3,1,5,3,1910,1996,14,14,4,4,4,6,0,658,658,2,2,658,526,1184,0,1,1,4,8,7,0,7,4,0,0,6,1,0,0,0,0,5,9,2,81000,2
"388",388,4,7200,3,4,4,"1",5,8,3,1,6,6,1976,1976,9,9,4,4,1,1,631,410,1041,2,2,1125,0,1125,1,1,1,4,6,7,1,6,3,1,352,5,3,0,0,0,0,10,9,1,125000,2
"389",389,4,9382,3,1,4,"1",2,6,3,1,7,5,1999,2000,13,14,3,3,4,6,0,1468,1468,2,2,1479,0,1479,0,2,1,3,6,7,0,2,2,2,577,5,3,0,0,0,0,7,9,5,191000,2
"390",390,4,12474,3,4,4,"1",5,16,3,1,10,5,2007,2008,13,14,1,1,1,3,1280,402,1682,2,2,1742,590,2332,1,2,1,1,9,7,1,4,1,3,846,5,3,0,0,0,0,8,7,6,426000,2
"391",391,4,8405,1,4,4,"1",5,8,3,1,5,8,1900,1950,9,9,4,4,4,5,241,229,861,2,2,961,406,1367,1,1,1,4,7,7,0,6,3,1,384,5,3,0,0,0,0,4,9,5,119000,2
"392",392,4,12209,3,1,4,"1",2,12,3,1,6,5,2001,2002,13,14,4,1,4,1,690,114,804,2,2,804,1157,1961,1,2,1,3,7,7,1,4,1,2,560,5,3,0,0,0,0,6,9,5,215000,2
"393",393,4,8339,3,1,4,"1",5,13,3,1,5,7,1959,1959,9,9,4,5,5,7,0,0,0,2,2,882,0,882,0,1,1,4,5,7,0,2,2,1,294,5,3,0,0,0,1200,7,9,5,106500,2
"394",394,4,7446,3,4,4,"1",1,4,3,1,4,5,1941,1950,15,16,4,4,4,5,266,522,788,2,2,788,0,788,0,1,1,4,4,7,2,7,4,0,0,6,3,0,0,0,0,4,9,1,100000,2
"395",395,4,10134,3,4,4,"1",5,18,3,1,5,6,1940,1950,9,9,4,4,4,6,0,735,735,2,2,735,299,1034,0,1,1,4,5,7,0,6,3,1,240,5,3,0,0,0,0,7,9,5,109000,2
"396",396,4,9571,3,4,4,"1",5,8,3,1,5,6,1956,1956,14,15,4,4,1,2,739,405,1144,2,2,1144,0,1144,1,1,1,4,6,7,0,2,3,1,596,5,3,0,0,0,0,6,9,5,129000,2
"397",397,4,7200,3,4,3,"1",5,6,3,1,5,5,1972,1972,9,9,4,4,1,5,777,117,894,2,2,894,0,894,0,1,1,4,6,7,0,6,2,2,600,5,3,0,0,0,0,9,9,5,123000,2
"398",398,4,7590,3,4,4,"1",5,13,3,1,5,5,1962,1962,13,14,4,4,4,1,540,324,864,2,2,876,936,1812,0,2,1,4,8,7,1,2,2,1,264,5,3,0,0,0,0,7,9,5,169500,2
"399",399,5,8967,3,4,4,"1",1,10,3,1,5,2,1920,1950,9,9,4,2,4,6,0,961,961,2,2,1077,0,1077,0,1,1,4,6,2,0,6,3,1,338,4,1,0,0,0,0,11,9,1,67000,2
"400",400,2,8125,3,4,4,"1",5,21,3,1,7,5,2006,2007,6,6,3,3,4,3,812,280,1092,2,2,1112,438,1550,1,2,1,3,7,7,0,2,1,2,438,5,3,0,0,0,0,10,9,5,241000,2
"401",401,4,14963,3,2,4,"1",5,25,3,5,8,5,1996,1996,4,4,3,3,4,3,786,474,1260,2,2,1288,0,1288,1,1,1,1,4,7,2,2,1,2,500,5,3,0,224,0,0,12,9,5,245500,2
"402",402,4,8767,3,1,4,"1",5,6,3,1,7,5,2005,2005,13,14,3,3,1,3,24,1286,1310,2,2,1310,0,1310,0,2,1,3,6,7,1,2,1,2,400,5,3,0,0,0,0,7,7,6,164990,2
"403",403,4,10200,3,4,4,"1",5,19,3,1,5,8,1940,1997,14,15,4,4,4,6,0,672,672,2,2,672,0,672,0,1,1,4,4,7,0,6,3,1,240,5,1,0,0,0,0,8,9,5,108000,2
"404",404,4,12090,3,4,4,"1",1,14,3,1,8,5,1998,1998,13,14,3,3,4,6,0,1141,1141,2,2,1165,1098,2263,0,2,1,3,10,7,1,4,1,2,420,5,3,0,0,0,0,7,9,1,258000,2
"405",405,4,10364,3,1,4,"1",5,9,3,1,6,5,1995,1996,9,9,4,3,4,6,0,806,806,2,2,806,766,1572,0,2,1,4,7,7,1,4,1,2,373,5,3,0,0,0,0,5,9,5,168000,2
"406",406,4,9991,3,1,4,"1",1,19,3,1,4,4,1976,1993,10,11,4,4,4,2,1116,165,1281,2,2,1620,0,1620,1,2,1,4,8,3,1,2,3,2,490,5,3,0,0,0,0,6,9,5,150000,2
"407",407,4,10480,3,4,4,"1",5,23,3,1,6,5,1936,1950,9,9,4,4,4,6,0,1064,1064,2,2,1166,0,1639,0,1,1,4,6,2,0,6,3,1,240,5,3,0,0,0,0,3,9,5,115000,2
"408",408,4,15576,3,4,4,"1",5,7,3,1,6,7,1915,1976,14,11,4,3,4,6,0,840,840,2,2,840,840,1680,0,2,1,4,8,7,0,2,3,1,308,5,3,0,0,0,0,3,9,5,177000,2
"409",409,4,14154,3,4,4,"1",1,16,3,1,7,5,2006,2006,13,14,3,1,4,6,0,1063,1063,2,2,1071,1101,2172,0,2,1,3,9,7,1,2,2,3,947,5,3,0,0,0,0,8,7,6,280000,2
"410",410,2,10800,3,4,4,"1",5,21,3,1,8,5,2007,2008,13,14,3,1,4,3,789,245,1034,2,2,1050,1028,2078,1,2,1,1,8,7,1,2,1,3,836,5,3,0,0,0,0,4,7,6,339750,2
"411",411,4,9571,3,4,4,"1",5,8,3,1,5,3,1958,1958,3,3,4,4,4,6,0,1276,1276,2,2,1276,0,1276,0,1,1,4,5,5,0,2,3,1,350,5,3,0,0,0,0,6,1,1,60000,2
"412",412,4,34650,3,4,1,"1",5,9,3,2,5,5,1955,1955,14,15,4,4,3,5,1056,0,1056,2,1,1056,0,1056,1,1,1,4,5,7,0,2,1,2,572,5,3,0,0,0,0,1,9,5,145000,1
"413",413,2,4403,3,2,4,"1",5,21,3,1,7,5,2009,2009,9,9,1,1,1,3,578,892,1470,2,2,1478,0,1478,1,2,1,3,7,7,1,2,1,2,484,5,3,0,0,0,0,6,7,6,222000,2
"414",414,5,8960,1,4,4,"1",5,18,3,1,5,6,1927,1950,15,16,4,4,4,6,0,1008,1008,2,2,1028,0,1028,0,1,1,4,5,7,1,6,3,2,360,5,3,0,0,0,0,3,9,5,115000,2
"415",415,4,11228,3,2,4,"1",2,20,3,1,7,5,1993,1993,13,14,3,3,4,2,50,499,1080,2,2,1080,1017,2097,0,2,1,3,9,7,1,2,3,3,678,5,3,0,0,0,0,12,9,5,228000,2
"416",416,4,8899,3,1,4,"1",5,9,3,1,7,5,2007,2007,13,14,3,3,1,3,24,1316,1340,2,2,1340,0,1340,0,2,1,3,6,7,0,2,1,2,396,5,3,0,0,0,0,8,7,6,181134,2
"417",417,4,7844,3,4,4,"1",5,19,3,1,6,7,1978,1978,7,7,4,4,4,1,209,463,672,2,2,672,728,1400,0,1,1,4,6,7,1,2,1,2,440,5,3,0,0,0,0,3,9,5,149500,2
"418",418,4,22420,3,1,4,"1",5,7,3,1,6,6,1918,1950,14,13,4,3,4,2,1128,242,1370,3,1,1370,1254,2624,1,2,1,4,10,7,1,6,3,3,864,5,1,0,0,0,0,11,9,5,239000,1
"419",419,4,8160,3,4,4,"1",5,8,3,1,5,6,1940,1950,9,9,4,4,4,1,312,444,756,2,1,756,378,1134,1,1,1,4,7,7,0,6,3,1,240,5,2,0,0,0,0,4,9,2,126000,1
"420",420,4,8450,3,4,4,"1",5,13,3,1,5,6,1968,1968,13,14,4,4,4,2,775,281,1056,2,2,1056,0,1056,1,1,1,4,6,7,1,2,3,1,304,5,3,0,0,0,0,7,9,5,142000,2
"421",421,5,7060,3,4,4,"1",5,12,3,3,7,5,1997,1998,13,14,4,3,2,3,1309,35,1344,2,2,1344,0,1344,2,2,2,4,8,7,0,2,1,4,784,5,3,0,0,0,0,11,9,3,206300,2
"422",422,4,16635,3,1,4,"1",3,17,3,1,6,7,1977,2000,6,6,3,3,4,1,1246,356,1602,2,2,1602,0,1602,0,2,1,3,8,7,1,2,1,2,529,5,3,0,0,0,0,6,9,5,215000,2
"423",423,4,21750,3,4,2,"1",5,12,3,1,5,5,1954,1954,7,7,4,4,4,6,0,988,988,2,2,988,0,988,0,1,1,4,4,7,0,2,2,2,520,5,1,0,0,0,0,2,9,5,113000,2
"424",424,4,9200,3,4,4,"1",5,14,3,1,8,5,1998,1998,13,14,3,3,4,3,986,484,1470,2,2,1470,1160,2630,1,2,1,3,8,7,1,2,1,3,696,5,3,0,0,0,0,6,9,5,315000,2
"425",425,4,9000,3,4,4,"1",5,13,3,1,6,5,1956,1956,14,15,4,3,4,4,616,580,1196,2,2,1196,0,1196,1,1,1,4,6,7,1,2,2,1,297,5,3,0,0,0,0,5,9,5,139000,2
"426",426,5,3378,1,4,2,"1",5,18,3,1,7,8,1946,1992,7,7,4,4,4,6,0,651,651,2,2,707,682,1389,0,1,1,4,6,7,2,6,3,1,240,5,2,0,0,0,0,9,9,5,135000,2
"427",427,4,12800,3,4,3,"1",5,20,3,1,7,5,1989,1989,14,15,3,3,2,3,1518,0,1518,2,2,1644,0,1644,1,2,1,3,5,7,1,2,1,2,569,5,3,0,396,0,0,8,9,5,275000,2
"428",428,4,8593,3,1,4,"1",5,13,3,1,4,6,1957,1957,9,9,4,4,4,5,288,619,907,2,2,907,0,907,0,1,1,4,5,7,0,6,3,1,352,5,3,0,0,0,0,7,9,5,109008,2
"429",429,4,6762,3,4,4,"1",5,6,3,1,7,5,2007,2007,13,14,3,3,4,3,664,544,1208,2,2,1208,0,1208,1,2,1,3,6,7,0,2,2,2,628,5,3,0,0,0,0,9,7,6,195400,2
"430",430,4,11457,3,1,4,"1",1,24,3,1,6,5,1988,1988,7,7,4,3,3,3,1005,387,1392,2,2,1412,0,1412,1,2,1,3,6,7,1,2,3,2,576,5,3,0,0,0,0,3,9,5,175000,2
"431",431,5,1680,3,4,4,"1",5,3,3,4,6,5,1971,1971,7,7,4,4,4,1,387,96,483,2,2,483,504,987,0,1,1,4,4,7,0,6,3,1,264,5,3,0,0,0,0,7,1,1,85400,2
"432",432,5,5586,3,1,1,"1",5,18,3,1,6,7,1920,1998,9,9,4,4,4,6,0,901,901,2,2,1088,110,1198,0,1,1,4,7,7,0,7,4,0,0,6,1,0,0,0,0,9,3,1,79900,2
"433",433,5,1920,3,4,4,"1",5,3,3,5,5,5,1971,1971,7,7,4,4,4,1,471,294,765,2,2,765,600,1365,1,1,1,4,6,3,0,6,3,2,440,5,3,0,0,0,0,8,9,5,122500,2
"434",434,4,10839,3,1,4,"1",1,9,3,1,6,5,1997,1998,13,14,4,3,4,6,0,926,926,2,2,926,678,1604,0,2,1,4,7,7,1,2,1,2,470,5,3,0,0,0,0,7,9,5,181000,2
"435",435,5,1890,3,4,4,"1",5,11,3,4,4,7,1972,1972,6,6,4,3,1,1,495,135,630,2,2,630,0,630,1,1,1,4,3,7,0,7,4,0,0,6,3,0,0,0,0,6,9,5,81000,2
"436",436,4,10667,3,2,4,"1",2,6,3,1,7,6,1996,1996,13,14,3,3,1,3,385,70,799,2,2,827,834,1661,1,2,1,3,6,7,1,2,2,2,550,5,3,0,0,0,0,4,5,5,212000,2
"437",437,5,4400,3,4,4,"1",5,18,3,1,6,8,1920,1950,12,13,4,2,4,6,0,648,648,2,2,734,384,1118,0,1,1,4,6,7,0,6,3,2,440,5,3,0,0,0,0,10,9,5,116000,2
"438",438,5,6000,3,4,4,"1",5,4,3,1,6,7,1926,2004,14,15,3,4,4,6,0,884,884,2,2,904,0,904,0,1,1,4,4,7,0,6,3,1,180,5,3,0,0,0,0,1,9,5,119000,2
"439",439,4,4280,3,4,4,"1",5,7,3,1,5,6,1913,2002,15,13,4,4,4,4,365,75,440,2,1,694,0,694,0,1,1,3,4,7,1,6,3,1,352,3,2,0,0,0,0,3,9,5,90350,1
"440",440,4,12354,1,4,4,"1",1,8,3,1,6,8,1920,2000,14,15,4,4,3,6,0,684,684,2,2,684,512,1196,0,1,1,3,7,7,0,6,3,2,528,5,3,0,0,0,800,8,4,5,110000,2
"441",441,4,15431,3,4,4,"1",5,16,3,1,10,5,2008,2008,13,14,1,1,2,3,1767,788,3094,2,2,2402,0,2402,1,2,1,1,10,7,2,2,1,3,672,5,3,0,170,0,0,4,9,5,555000,2
"442",442,4,12108,3,4,4,"1",5,8,3,3,4,4,1955,1955,13,14,4,4,4,1,133,1307,1440,2,1,1440,0,1440,0,2,2,2,8,7,0,7,4,0,0,6,3,0,0,0,0,9,9,5,118000,1
"443",443,5,6240,3,4,4,"1",5,4,3,1,5,7,1930,1992,9,9,4,4,4,6,0,1078,1078,2,2,1128,445,1573,0,2,1,4,8,7,1,6,3,2,360,5,2,0,0,0,0,6,9,5,162900,2
"444",444,4,3922,3,4,4,"1",5,1,3,5,7,5,2006,2007,15,16,3,1,1,6,0,1258,1258,2,2,1258,0,1258,0,2,1,3,6,7,1,2,1,3,648,5,3,0,0,0,0,6,7,6,172500,2
"445",445,4,8750,3,4,4,"1",5,6,3,1,7,5,1994,1995,13,14,3,3,4,3,642,273,915,2,2,933,975,1908,1,2,1,3,8,7,1,2,3,2,493,5,3,0,0,0,0,7,9,5,210000,2
"446",446,4,9855,3,4,4,"1",1,8,3,1,6,5,1956,1956,14,15,4,4,4,6,0,1436,1436,2,2,1689,0,1689,0,1,1,4,7,7,1,2,3,2,480,5,3,0,0,0,0,11,1,5,127500,2
"447",447,4,16492,3,1,4,"1",1,13,3,1,6,6,1966,2002,4,11,3,4,4,1,247,557,1517,2,2,1888,0,1888,0,2,1,3,6,5,1,2,1,2,578,5,3,0,0,0,0,6,9,5,190000,2
"448",448,4,11214,3,1,4,"1",1,9,3,1,7,5,1998,1999,13,14,3,3,4,6,0,930,930,2,2,956,930,1886,0,2,1,3,10,7,1,2,1,2,431,5,3,0,0,0,0,7,9,5,199900,2
"449",449,5,8600,3,4,1,"1",5,10,3,1,6,6,1937,1950,9,9,4,4,4,6,0,780,780,2,2,780,596,1376,0,2,1,4,7,7,1,6,3,1,198,5,1,0,0,0,0,6,9,5,119500,2
"450",450,5,6000,3,4,4,"1",5,18,3,1,3,7,1948,2002,9,9,4,4,4,1,331,318,649,2,2,679,504,1183,0,1,1,4,6,7,0,6,3,1,308,5,3,0,0,0,0,6,9,5,120000,2
"451",451,5,5684,3,4,4,"1",5,18,3,1,6,8,1930,2005,14,15,4,4,4,6,0,813,813,2,2,813,0,813,0,1,1,3,5,7,0,6,3,1,270,2,1,0,0,0,0,6,9,5,110000,2
"452",452,4,70761,3,1,3,"1",5,5,3,1,7,5,1975,1975,10,11,4,3,2,1,655,878,1533,2,2,1533,0,1533,1,2,1,3,5,7,2,2,3,2,576,5,3,0,0,0,0,12,9,5,280000,2
"453",453,4,9303,3,1,4,"1",1,24,3,1,6,5,1996,1997,13,14,3,1,4,1,742,130,872,2,2,888,868,1756,1,2,1,4,7,7,0,2,1,2,422,5,3,0,0,0,0,7,9,5,204000,2
